name,sqm,year_built,Price(EGP),Price/Sqm,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,LowFloor,MidFloor,FloorNumber,BuildingNumber,UnitNumber,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_0,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_0,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Cairo,city_Mansoura,city_Mersa Matruh,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,governorate_Alexandria,governorate_Cairo,governorate_Dakahlia,governorate_Matrouh,propertyCategory_Commercial,propertyCategory_Residential,propertySubType_Apartment (Residential - Multi-Story Units),propertySubType_Office,propertySubType_Others(very rare),propertySubType_Residential - Attached Houses,propertySubType_Retail,Is sqm outlier,Is Price/Sqm outlier,Is Price(EGP) outlier,Is BuildingNumber outlier,Is FloorNumber outlier,Is UnitNumber outlier,log(sqm),log(price),log(price/sqm)
PODIA,112.0,2025,14994000,133875.0,0,1,1,0,1,1,0,0,13,7,1316,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,True,False,4.718498871295094,16.523160679045144,11.80466180775005
Latin City,212.0,2025,10805000,50966.9811,0,1,0,0,1,0,0,1,3,422,422301,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.356586274672012,16.195519547923123,10.838933272621773
Downtown Extension,173.0,2022,8368000,48369.9422,1,1,0,1,1,0,1,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.153291594497779,15.93992546528684,10.786633870860763
Mazarine Apartment,252.0,2025,11581000,45956.3492,1,1,0,0,0,0,0,1,5,13,1351,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.264876382166516,10.735447294516934
Downtown Extension,230.0,2025,7804000,33930.4348,1,1,0,1,0,0,1,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.438079308923196,15.870146980725139,10.432067672314501
Alamain (Latin District),92.86,2025,3701000,39855.6967,1,1,0,0,1,0,0,1,4,14,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.124113611368292,10.593020627577381
New Garden City,268.0,2025,10833000,40421.6418,1,1,0,0,0,0,0,1,3,722,72234,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.5909869805108565,16.198107588927705,10.607120608638393
Alamain (Latin District),92.86,2025,3252000,35020.4609,1,1,0,0,1,0,0,1,6,18,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.994780749649838,10.463687766804066
Mamsha Avenue,171.0,2025,6017000,35187.1345,1,1,0,0,1,0,1,0,2,21,21,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.14166355650266,15.61009935420249,10.468435797616731
Alamain (Latin District),87.49,2025,4704000,53766.1447,1,1,0,0,1,0,0,1,5,18,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.471524501118173,15.3639237685606,10.892399267400547
Zahya,498.0,2024,12275000,24648.5944,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.210600077024653,16.323075231644857,10.112475155532628
Beachfront Tower - B1,398.0,2025,66228000,166402.0101,0,0,0,0,1,1,0,0,10,1,1106,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,True,True,True,False,False,False,5.986452005284438,18.008613892209638,12.022161887224168
Alamain (Latin District),238.7,2025,6028000,25253.4562,1,1,0,0,1,0,0,1,4,13,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.4752075333447845,15.611925838728522,10.136718304544322
Mazarine Apartment,240.0,2022,12484000,52016.6667,1,1,0,1,1,0,0,1,5,26,2652,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.480638923341991,16.339958382372807,10.859319459671637
PODIA,105.5,2025,34718000,329080.5687,0,1,1,0,1,0,1,0,0,7,80,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,True,False,False,False,4.658710952916121,17.36276884241063,12.704057889432583
Alamain (Latin District),92.86,2025,2818000,30346.7586,1,1,0,0,1,0,1,0,0,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.851537971440763,10.32044499012507
Mazarine Apartment,247.0,2022,13328000,53959.5142,0,1,0,1,1,0,0,1,3,26,2641,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5093883366279774,16.40537764338876,10.895989307316006
PODIA,58.0,2025,7090000,122241.3793,0,1,1,0,1,1,0,0,13,7,1330,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,True,False,4.060443010546419,15.77419589850831,11.713752887877265
New Garden City,135.0,2025,6064000,44918.5185,1,1,1,0,0,0,0,1,7,645,64571,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,4.90527477843843,15.617880206304344,10.712605427453646
Zahya,850.0,2025,23594000,27757.6471,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,True,False,True,False,False,False,6.745236349484363,16.976503000383925,10.23126665238299
Mazarine Apartment,231.0,2022,12674000,54865.8009,1,1,0,1,1,0,0,1,3,40,4051,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.442417710521793,16.355063208865598,10.912645498967128
Alamain (Latin District),175.88,2025,7325000,41647.7144,1,1,0,0,1,0,1,0,1,6,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.169801944312609,15.806803712867405,10.637001769738687
Mazarine Apartment,239.42,2022,16820000,70253.1117,0,1,0,1,1,0,0,1,4,7,72,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.478219331823224,16.638079212509076,11.159859880876935
Latin City,207.0,2022,8370000,40434.7826,0,1,0,1,1,0,1,0,0,6,619101,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.332718793265369,15.940164442465658,10.607445648985236
Mazarine Apartment,145.0,2022,8982000,61944.8276,1,1,0,1,1,0,1,0,2,34,3453,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.976733742420574,16.01073313262982,11.033999390431914
Downtown commercial,173.0,2025,17767000,102699.422,1,1,0,0,1,0,1,0,0,14,1405,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.153291594497779,16.69285336201804,11.539561767857968
Alamain (Latin District),218.05,2025,11176000,51254.2995,1,1,0,0,1,0,1,0,2,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.384724394288775,16.229279179918933,10.844554786164787
Alamain (Latin District),92.86,2025,7064000,76071.5055,1,1,0,0,1,0,0,1,4,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.770522021265933,11.239429038777498
Mazarine Apartment,140.0,2022,8924000,63742.8571,1,1,0,1,1,0,0,1,3,37,3733,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,4.941642422609304,16.00425483453456,11.062612411252912
Alamain (Latin District),228.57,2025,5505000,24084.5255,1,1,0,0,1,0,1,0,2,1,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.431842509153028,15.521167328138917,10.089324817811503
Mazarine Apartment,231.0,2022,12392000,53645.0216,1,1,0,1,1,0,1,0,2,40,4021,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,False,False,False,True,False,True,5.442417710521793,16.33256166107884,10.890143949717796
Latin City,143.0,2022,8517000,59559.4406,0,1,0,1,1,0,1,0,1,311,311,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,4.962844630259907,15.957574724123218,10.994730094544302
Zahya,392.0,2024,10083000,25721.9388,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,5.971261839790462,16.12636139537535,10.155099556536987
Latin City,208.0,2022,6788000,32634.6154,1,1,0,1,1,0,1,0,1,6,653102,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.337538079701318,15.730666905336253,10.393128826106356
Beachfront Tower - B1,217.0,2025,25915000,119423.9631,0,0,0,0,1,1,0,0,20,1,1206,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,True,False,5.37989735354046,17.070332509605944,11.690435155783794
Latin City,231.0,2022,7049000,30515.1515,1,1,0,0,1,0,1,0,2,6,630203,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.442417710521793,15.768396320756013,10.325978609737694
Mazarine Apartment,240.0,2022,12418000,51741.6667,0,1,0,1,1,0,0,1,5,25,2541,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.480638923341991,16.334657590906975,10.85401866820921
Blu Vert,165.0,2025,8267000,50103.0303,1,1,0,0,1,0,0,1,7,32,3275,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.10594547390058,15.927782244234812,10.82183677027375
Alamain (Latin District),92.86,2025,2571000,27686.8404,1,1,0,0,1,0,1,0,0,7,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.759805486248027,10.228712503478889
Latin City,223.0,2022,7277000,32632.287,1,1,0,1,1,0,0,1,5,6,657702,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.407171771460119,15.800229247329224,10.393057476006524
Zahya,410.0,2024,10550000,25731.7073,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.17163641788635,10.155479257524489
Mazarine Apartment,258.0,2022,13702000,53108.5271,1,1,0,1,1,0,0,1,5,32,3251,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.552959584921617,16.43305236554498,10.880092780024912
Mazarine Apartment,231.0,2022,12603000,54558.4416,0,1,0,1,1,0,0,1,5,28,2841,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.442417710521793,16.34944543881963,10.907027729059559
Alamain (Latin District),90.47,2025,5355000,59190.892,1,1,0,0,1,0,1,0,0,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.50501830403765,15.493541261863987,10.988522957684413
Central,112.49,2025,22544000,200408.9252,1,1,0,1,0,0,1,0,2,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,4.722864328804734,16.930979513120597,12.208115184127255
Alamain (Latin District),201.05,2025,8373000,41646.3566,1,1,0,0,1,0,0,1,4,16,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.303553633343283,15.94052280118657,10.636969167178052
Alamain (Latin District),202.77,2025,7527000,37120.8759,1,1,0,0,1,1,0,0,37,10,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,True,False,5.312072331780373,15.83400711401667,10.52193478306571
New Garden City,135.0,2025,5779000,42807.4074,1,1,0,0,0,0,0,1,7,645,64575,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,4.90527477843843,15.569741215299915,10.664466436688445
Alamain (Latin District),92.86,2025,5715000,61544.2602,1,1,0,0,1,0,1,0,2,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.558604855211048,11.027511872999325
Central,176.52,2025,32840000,186041.2418,1,1,0,1,0,0,0,1,5,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.173434184401347,17.307157842548502,12.133723658224378
Alamain (Latin District),214.41,2025,10989000,51252.2737,1,1,0,0,1,0,1,0,2,3,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.367890069899997,16.21240533042906,10.844515260894612
Latin City,212.0,2025,11553000,54495.283,0,1,1,0,1,0,1,0,2,422,422203,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.356586274672012,16.262455701465157,10.905869426446912
Jade Park,327.0,2025,11811000,36119.2661,1,0,1,1,0,0,0,1,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.7899601708972535,16.284541858593983,10.494581688941333
Mazarine Apartment,231.0,2022,12603000,54558.4416,1,1,0,1,1,0,0,1,3,41,4142,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.442417710521793,16.34944543881963,10.907027729059559
Zahya,600.2,2024,17536000,29216.9277,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,True,False,False,False,False,False,6.3972629330062665,16.67976646872988,10.282503536039535
Central,200.03,2025,43332000,216627.5059,1,1,0,1,0,0,0,1,5,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.298467355299161,17.584401950047596,12.285934594867907
Al Fustat,124.69,2025,3232000,25920.2823,1,1,0,1,0,0,1,0,0,37,37,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,False,4.825830657008495,14.988611698623123,10.162781041610605
Latin City,207.0,2022,7560000,36521.7391,0,1,0,1,1,0,1,0,0,6,616,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.332718793265369,15.838381748155715,10.505662954057014
AlMaqsad Park,153.0,2025,4790000,31307.1895,1,1,0,0,1,0,1,0,1,6,613,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.030437921392435,15.382040969387099,10.351603046637669
Alamain (Latin District),92.86,2025,6999000,75371.527,1,1,0,0,1,0,0,1,7,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.761277839671676,11.230184856682701
Maspero Business Tower Nile Heights,162.0,2023,11570000,71419.7531,1,1,0,0,1,0,1,0,1,1,104,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.087596335232384,16.263926099169858,11.176329764127622
Beachfront Tower - B1,310.0,2025,46153000,148880.6452,0,0,0,0,1,0,0,1,6,1,1062,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,False,False,5.736572297479192,17.64747252221749,11.910900224998306
Latin City,207.0,2022,9400000,45410.628,1,1,0,0,1,0,1,0,2,6,616203,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.332718793265369,16.056220247240233,10.723501453549332
Alamain (Latin District),85.82,2025,2350000,27382.8944,1,1,0,0,1,0,0,1,5,17,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.452252079563379,14.669925886120343,10.217673805453984
Zahya,360.8,2025,10731000,29742.2395,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,False,False,False,5.888323788188469,16.188647306909264,10.300323519801776
PODIA,47.5,2025,13605000,286421.0526,0,1,1,0,1,0,1,0,1,7,154,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,3.8607297110405954,16.425947930199484,12.565218219048635
Beachfront Tower - B1,319.0,2025,45340000,142131.6614,0,0,0,0,1,1,0,0,15,1,1154,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,True,False,5.765191102784844,17.629700203043658,11.864509099963268
Alamain (Latin District),209.58,2025,10742000,51254.8907,1,1,0,0,1,0,1,0,2,16,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.345105528046796,16.189671849447542,10.844566320740348
Mazarine,296.0,2025,18714000,63222.973,1,1,0,1,0,0,1,0,0,17,176,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False,False,False,False,False,False,5.69035945432406,16.744782464817995,11.054423010921422
Alamain (Latin District),92.45,2025,2987000,32309.3564,1,1,0,0,1,0,1,0,2,2,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.5266679578331335,14.909780097198247,10.38311213909059
Latin City,207.0,2022,9609000,46420.2899,0,1,0,1,1,0,0,1,4,417,417,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,5.332718793265369,16.078210717259406,10.745491924961879
Latin City,235.0,2022,8818000,37523.4043,1,1,0,0,1,0,1,0,0,6,623203,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.459585514144159,15.99230564490002,10.532720131946608
Alamain (Latin District),213.23,2025,10929000,51254.5139,1,1,0,0,1,0,1,0,2,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.362371395338142,16.20693036465881,10.844558969219744
Alamain (Latin District),210.92,2025,5080000,24084.9611,1,1,0,0,1,0,0,1,3,6,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.351478914662269,15.440821819554664,10.089342903949875
AlMaqsad Park,155.0,2025,4945000,31903.2258,1,1,0,0,1,0,0,1,5,13,1352,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.043425116919247,15.41388752303895,10.370462405917479
Latin City,239.0,2022,7797000,32623.431,1,1,0,1,1,0,1,0,1,6,653604,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.476463551931511,15.869249602291736,10.392786051514516
Latin City,233.0,2022,8058000,34583.691,0,1,0,1,1,0,1,0,2,6,620204,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.4510384535657,15.902175944733429,10.45113749154003
Mazarine Apartment,256.0,2022,18085000,70644.5312,1,1,0,1,1,0,0,1,4,4,42,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.545177444479562,16.710593423368337,11.165415978181004
New Garden City,89.0,2025,4023000,45202.2472,1,1,1,0,0,0,0,1,4,645,72246,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,4.48863636973214,15.207538450931926,10.718902081398642
Beachfront Tower - B1,398.0,2025,54153000,136062.8141,0,0,0,0,1,1,0,0,13,1,1134,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,True,True,True,False,True,False,5.986452005284438,17.807323931538708,11.820871926472172
Downtown Extension,173.7,2022,7870000,45308.0023,1,1,0,1,1,0,1,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.157329673247059,15.878568620393587,10.721238947084265
Latin City,177.0,2022,10004000,56519.774,0,1,0,1,1,0,1,0,0,418,418,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,5.176149732573829,16.118495570979647,10.942345838205897
Alamain (Latin District),92.86,2025,2674000,28796.037,1,1,0,0,1,0,1,0,2,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.799086036644026,10.267993052489048
Alamain (Latin District),230.74,2025,7450000,32287.4231,1,1,0,0,1,0,0,1,6,12,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.441291535499143,15.823724590355742,10.382433055674586
Maspero Business Tower Nile Heights,168.0,2023,11856000,70571.4286,1,1,0,0,1,0,1,0,2,2,202,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.123963979403259,16.288344626518004,11.164380647519604
Alamain (Latin District),174.27,2025,6530000,37470.5916,1,1,0,0,1,0,0,1,7,2,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.160605820672551,15.691917501252615,10.531311680294
Zahya,598.1,2024,17518000,29289.4165,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,True,False,False,False,False,False,6.393757964050511,16.678739481705172,10.284981518148438
Mazarine Apartment,446.1,2022,18998000,42586.8639,0,1,0,1,1,0,1,0,0,22,2252,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,True,False,False,False,False,False,6.100543142134219,16.759844268432264,10.659301125550073
Central,220.69,2025,41371000,187462.0508,1,1,0,1,0,0,0,1,6,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.396759001860069,17.538090710250845,12.141331708174489
Alamain (Latin District),203.69,2025,7279000,35735.6768,1,1,0,0,1,0,0,1,5,11,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.316599230226049,15.800504048100395,10.48390481888987
New Garden City,180.0,2025,7282000,40455.5556,1,1,0,0,0,0,1,0,0,722,722,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,False,5.19295685089021,15.800916107717516,10.607959257925904
Maspero mall,122.0,2023,17637000,144565.5738,1,1,0,0,1,0,1,0,0,23,23,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,4.804021044733257,16.685509526052503,11.88148848152336
